1.5,南京-雨花台区,软件测试主管,https://jobs.51job.com/nanjing-yhtq/114623634.html?s=01&t=0,南京腾展信息科技有限公司
1.4,南京-雨花台区,高级音视频开发工程师,https://jobs.51job.com/nanjing-yhtq/110970666.html?s=01&t=0,杭州云嘉云计算有限公司
1.4,异地招聘,Windows开发工程师,https://jobs.51job.com/haikou/116367888.html?s=01&t=0,海南义立科技有限公司
1.7,南京,高级软件工程师,https://jobs.51job.com/nanjing/115716625.html?s=01&t=0,江苏中天华宇智能科技有限公司
1.4,南京-浦口区,生物信息主管（南京）,https://jobs.51job.com/nanjing-pkq/118409220.html?s=01&t=0,上海派森诺生物科技股份有限公司
1.4,南京,系统测试工程师,https://jobs.51job.com/nanjing/110678498.html?s=01&t=0,杭州海兴电力科技股份有限公司
1.7,南京-栖霞区,无人驾驶测试工程师,https://jobs.51job.com/nanjing-qxq/117931843.html?s=01&t=0,中智行科技有限公司
1.3,南京-江宁区,上位机软件主任工程师,https://jobs.51job.com/nanjing-jnq/109273934.html?s=01&t=0,南大傲拓科技江苏股份有限公司
1.4,南京-江宁区,几何分析或算法工程师,https://jobs.51job.com/nanjing-jnq/115558780.html?s=01&t=0,南京智程信息科技有限公司
1.2,南京-江宁区,软件工程师,https://jobs.51job.com/nanjing-jnq/117324575.html?s=01&t=0,南京三迭纪医药科技有限公司
1.2,南京-鼓楼区,视觉算法工程师,https://jobs.51job.com/nanjing-glq/115055046.html?s=01&t=0,南京博鼎资讯科技有限公司
1.1,南京,开发流程工程师,https://jobs.51job.com/nanjing/96035866.html?s=01&t=0,江苏原力动画制作股份有限公司
1.2,南京-江宁区,机械电子控制工程师,https://jobs.51job.com/nanjing-jnq/116446370.html?s=01&t=0,南京大漠大航空科技有限公司
0.9,南京,单片机开发工程师,https://jobs.51job.com/nanjing/112749445.html?s=01&t=0,南京华伟医疗设备有限公司
1.7,南京-栖霞区,软件工程师,https://jobs.51job.com/nanjing-qxq/118280941.html?s=01&t=0,苏州戎创致声科技有限公司
1.2,南京-浦口区,系统架构师,https://jobs.51job.com/nanjing-pkq/118139357.html?s=01&t=0,江苏星通北斗航天科技有限公司
1.0,南京-江宁区,机器视觉工程师,https://jobs.51job.com/nanjing-jnq/109396765.html?s=01&t=0,南京万航科技有限公司
1.1,南京,高级安全渗透测试工程师,https://jobs.51job.com/nanjing/95697975.html?s=01&t=0,南京国云电力有限公司
0.9,南京,测试工程师,http://yfv.51job.com/sc/show_job_detail.php?jobid=76729163,延锋伟世通电子科技（南京）有限公司
1.4,南京-秦淮区,人工智能工程师(算法）,https://jobs.51job.com/nanjing-qhq/105772283.html?s=01&t=0,南京所由所以信息科技有限公司
1.5,南京-雨花台区,嵌入式软件开发工程师,https://jobs.51job.com/nanjing-yhtq/118323170.html?s=01&t=0,江苏聆世科技有限公司
1.8,南京-玄武区,软件工程师,https://jobs.51job.com/nanjing-xwq/109743637.html?s=01&t=0,江苏美克医学技术有限公司
1.3,南京-溧水区,SLAM研发工程师,https://jobs.51job.com/nanjing-lsq/114787730.html?s=01&t=0,南京慧瞳作物表型组学研究院有限公司
0.6,异地招聘,系统开发工程师,https://jobs.51job.com/wuxi/118184645.html?s=01&t=0,业成光电（无锡）有限公司
1.2,南京-浦口区,软件工程师/研发工程师,https://jobs.51job.com/nanjing-pkq/99151997.html?s=01&t=0,南京易周能源科技有限公司
1.2,南京,游戏开发工程师,https://jobs.51job.com/nanjing/106616895.html?s=01&t=0,南京兵来网络科技有限公司
2.3,南京-浦口区,生物信息研发经理,https://jobs.51job.com/nanjing-pkq/114880816.html?s=01&t=0,南京医渡云医学技术有限公司
1.5,南京-建邺区,高级产品经理,https://jobs.51job.com/nanjing-jyq/110242049.html?s=01&t=0,江苏北弓智能科技有限公司
1.7,南京,Perl/Python/Golang高级工程师（南京5G）,https://jobs.51job.com/nanjing/117236105.html?s=01&t=0,中盈优创资讯科技有限公司
0.9,异地招聘,AGV算法工程师,https://jobs.51job.com/wuhu/97482099.html?s=01&t=0,芜湖哈特机器人产业技术研究院有限公司
1.3,南京-浦口区,应用软件开发工程师,http://njitrip.51job.com/sc/show_job_detail.php?jobid=112502491,中科芯集成电路股份有限公司南京分公司
1.9,南京-浦口区,高级软件工程师,https://jobs.51job.com/nanjing-pkq/113083880.html?s=01&t=0,南京富岛信息工程有限公司
0.9,南京-江宁区,Java开发工程师,https://jobs.51job.com/nanjing-jnq/116853867.html?s=01&t=0,南京卓恒科技有限公司
0.9,南京-江宁区,Linux应用层开发工程师,https://jobs.51job.com/nanjing-jnq/114309577.html?s=01&t=0,南京东科优信网络安全技术研究院有限公司
1.3,南京-浦口区,应用软件开发工程师,https://jobs.51job.com/nanjing-pkq/112502144.html?s=01&t=0,中科芯集成电路股份有限公司
